,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count
1843,Midnight Cowboy,3600000,10.579988,"[{'name': 'United Artists', 'id': 60}, {'name': 'Florin Productions', 'id': 1323}, {'name': 'Jerome Hellman Productions', 'id': 1324}]",1969-05-25,44785053.0,113.0,Released,Whatever you hear about Midnight Cowboy is true.,7.4,307.0
1844,The French Connection,1800000,6.694959,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""D'Antoni Productions"", 'id': 646}, {'name': 'Schine-Moore Productions', 'id': 73950}]",1971-10-09,41158757.0,104.0,Released,There are no rules and no holds barred when Popeye cuts loose!,7.4,435.0
1845,Rocky,1000000,14.774066,"[{'name': 'United Artists', 'id': 60}]",1976-11-21,117235147.0,119.0,Released,His whole life was a million-to-one shot.,7.5,1843.0
1846,Kramer vs. Kramer,8000000,9.741644,"[{'name': 'Columbia Pictures', 'id': 5}]",1979-12-18,106260000.0,105.0,Released,There are three sides to this love story,7.4,483.0
1847,Ordinary People,6000000,8.934661,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Wildwood Enterprises', 'id': 316}]",1980-09-19,0.0,124.0,Released,Everything is in its proper place...except the past.,7.4,147.0
1848,Chariots of Fire,5500000,6.877698,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Enigma Productions', 'id': 7049}, {'name': 'The Ladd Company', 'id': 7965}, {'name': 'Allied Stars, Ltd.', 'id': 8770}]",1981-05-15,58972904.0,123.0,Released,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",6.9,213.0
1849,Terms of Endearment,8000000,8.785209,"[{'name': 'Paramount Pictures', 'id': 4}]",1983-11-20,0.0,132.0,Released,,6.9,178.0
1850,Out of Africa,31000000,14.004074,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Entertainment', 'id': 205}]",1985-12-20,128499205.0,161.0,Released,Based on a true story.,7.0,290.0
1851,The Last Emperor,23000000,11.076971,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Hemdale Film Corporation', 'id': 469}, {'name': 'Recorded Pictures Company', 'id': 470}, {'name': 'Soprofilms', 'id': 472}, {'name': 'TAO Film', 'id': 473}, {'name': 'Yanco', 'id': 474}]",1987-10-21,43984230.0,163.0,Released,"He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.",7.4,362.0
1852,Rain Man,25000000,11.267467,"[{'name': 'United Artists', 'id': 60}, {'name': 'Star Partners II Ltd.', 'id': 206}]",1988-12-11,412800000.0,133.0,Released,A journey through understanding and fellowship.,7.6,1762.0
1853,Driving Miss Daisy,7500000,10.703677,"[{'name': 'The Zanuck Company', 'id': 80}, {'name': 'Majestic Films International', 'id': 2630}, {'name': 'Warner Bros.', 'id': 6194}]",1989-12-13,145793296.0,99.0,Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",7.0,358.0
1854,Take the Money and Run,1500000,9.15948,"[{'name': 'Palomar Pictures', 'id': 2380}, {'name': 'American Broadcasting Company (ABC)', 'id': 3065}]",1969-08-18,0.0,85.0,Released,Crime lives!,7.0,177.0
1855,Klute,2500000,9.328822,"[{'name': 'Gus Productions', 'id': 6174}, {'name': 'Warner Bros.', 'id': 6194}]",1971-06-21,0.0,114.0,Released,You'd never take her for a call girl. You'd never take him for a cop.,6.5,88.0
1856,Repo Man,1500000,6.357559,"[{'name': 'Edge City', 'id': 11463}]",1984-02-20,2300000.0,92.0,Released,It’s 4 a.m. Do you know where your car is?,6.7,146.0
1857,Metropolitan,225000,1.68399,"[{'name': 'Allagash Films', 'id': 3076}]",1990-08-03,0.0,98.0,Released,Finally... A film about the downwardly mobile.,7.0,39.0
1858,Labyrinth,25000000,13.009688,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Jim Henson Company, The', 'id': 6254}, {'name': 'Henson Associates (HA)', 'id': 24931}]",1986-06-27,12729917.0,101.0,Released,Where everything seems possible and nothing is what it seems.,7.1,618.0
1859,The Breakfast Club,1000000,12.627678,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Channel Productions', 'id': 8812}, {'name': 'A&M Films', 'id': 11043}]",1985-02-15,51525171.0,97.0,Released,"They only met once, but it changed their lives forever.",7.8,2189.0
1860,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,8.668146,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]",1985-10-31,29999213.0,87.0,Released,Someone is coming back to Elm Street!,5.7,367.0
1861,A Nightmare on Elm Street 3: Dream Warriors,5000000,10.035081,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}]",1987-02-27,44793222.0,96.0,Released,"If you think you're ready for Freddy, think again!",6.5,363.0
1862,A Nightmare on Elm Street 4: The Dream Master,7000000,8.120317,"[{'name': 'New Line Cinema', 'id': 12}]",1988-08-19,72500000.0,99.0,Released,Terror beyond your wildest dreams.,5.8,287.0
1863,A Nightmare on Elm Street 5: The Dream Child,8000000,7.534739,"[{'name': 'New Line Cinema', 'id': 12}]",1989-08-11,22168359.0,89.0,Released,"Now Freddy’s a daddy, he’s killing for two.",5.5,251.0
1864,Freddy's Dead: The Final Nightmare,11000000,11.560358,"[{'name': 'New Line Cinema', 'id': 12}]",1991-09-05,34872033.0,89.0,Released,They saved the best for last.,5.1,280.0
1865,Friday the 13th,550000,12.146747,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}, {'name': 'Sean S. Cunningham Films', 'id': 17611}]",1980-05-09,59754601.0,95.0,Released,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",6.4,622.0
1866,Friday the 13th Part 2,1250000,8.710824,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions, Inc.', 'id': 7512}]",1981-05-01,21722776.0,87.0,Released,The body count continues...,6.0,321.0
1867,Friday the 13th Part III,4000000,7.99229,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Jason Productions', 'id': 7513}]",1982-08-13,36690067.0,95.0,Released,There's nowhere to hide. We dare you to try.,5.7,257.0
1868,Friday the 13th: The Final Chapter,2600000,10.175913,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Friday Four, Inc.', 'id': 93280}]",1984-04-13,32980880.0,91.0,Released,"Jason's Back, and this is the one you've been screaming for.",5.9,241.0
1869,Friday the 13th: A New Beginning,2200000,9.094477,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}]",1985-03-22,21930418.0,92.0,Released,A New Beginning to the first step in terror.,5.1,200.0
1870,Friday the 13th Part VI: Jason Lives,3000000,8.122042,"[{'name': 'Paramount Pictures', 'id': 4}]",1986-08-01,19472057.0,86.0,Released,Kill or be killed!,5.7,219.0
1871,Friday the 13th Part VII: The New Blood,2800000,7.909022,"[{'name': 'Paramount Pictures', 'id': 4}]",1988-05-13,19170001.0,88.0,Released,"Jason is back, but this time someone's waiting!",5.3,196.0
1872,Friday the 13th Part VIII: Jason Takes Manhattan,5000000,7.743144,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Sean S. Cunningham Films', 'id': 17611}, {'name': 'Horror Inc.', 'id': 62948}]",1989-07-28,14000000.0,100.0,Released,The Big Apple's in BIG trouble!,4.8,194.0
1873,Halloween,300000,13.672759,"[{'name': 'Compass International Pictures', 'id': 14323}, {'name': 'Falcon International Productions', 'id': 22814}]",1978-10-25,70000000.0,91.0,Released,The Night He Came Home,7.4,1066.0
1874,Halloween II,2500000,13.501144,"[{'name': 'Universal Pictures', 'id': 33}]",1981-10-30,25533818.0,92.0,Released,The nightmare isn't over!,6.4,370.0
1875,Halloween III: Season of the Witch,2500000,6.066618,"[{'name': 'Universal Pictures', 'id': 33}]",1982-10-22,14400000.0,98.0,Released,...and now the earth will run with blood again!,5.0,232.0
1876,Halloween 4: The Return of Michael Myers,5000000,6.199806,"[{'name': 'Dimension Films', 'id': 7405}]",1988-10-21,17768757.0,88.0,Released,Horror has returned to Haddonfield.,5.9,212.0
1877,Halloween 5: The Revenge of Michael Myers,5000000,6.585405,"[{'name': 'Trans Pacific Films', 'id': 4351}]",1989-10-12,11642254.0,96.0,Released,"Michael Lives, And This Time They're Ready!",5.3,187.0
1878,Prom Night,1000000,3.65867,"[{'name': 'Guardian Trust Company', 'id': 542}, {'name': 'Simcom Limited', 'id': 15059}, {'name': 'Prom Night Productions', 'id': 15060}]",1980-07-18,14796236.0,92.0,Released,If you're not back by midnight... you won't be coming home!,6.0,85.0
1882,Child's Play,9000000,19.827546,"[{'name': 'United Artists', 'id': 60}]",1988-11-08,44196684.0,87.0,Released,Chucky is one mean S.O.B.,6.3,605.0
1883,Child's Play 2,13000000,14.310479,"[{'name': 'Universal Pictures', 'id': 33}]",1990-11-09,35763605.0,84.0,Released,Look out Jack! Chucky's back!,5.8,323.0
1884,Child's Play 3,13000000,24.515462,"[{'name': 'Universal Pictures', 'id': 33}]",1991-08-30,20560255.0,90.0,Released,Chucky has a new playmate.,5.5,274.0
1885,Poltergeist,10700000,11.776326,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1982-06-04,122200000.0,114.0,Released,They're here.,7.1,811.0
1886,Poltergeist II: The Other Side,19000000,6.701138,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1986-05-23,40996665.0,91.0,Released,They're back.,5.8,172.0
1887,Poltergeist III,10500000,7.977693,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1988-06-10,14144000.0,98.0,Released,He's found her.,4.6,127.0
1888,The Exorcist,8000000,12.137595,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hoya Productions', 'id': 48184}]",1973-12-26,441306145.0,122.0,Released,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",7.5,2046.0
1889,Exorcist II: The Heretic,14000000,8.266984,"[{'name': 'Warner Bros.', 'id': 6194}]",1977-06-17,30749142.0,118.0,Released,It's four years later... what does she remember?,4.5,137.0
1891,Lethal Weapon,15000000,13.183804,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",1987-03-06,120207127.0,110.0,Released,If these two can learn to stand each other... the bad guys don't stand a chance.,7.0,1367.0
1892,Lethal Weapon 2,25000000,12.834276,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",1989-07-07,227853986.0,114.0,Released,The magic is back!,6.7,1066.0
1893,Lethal Weapon 3,35000000,10.786007,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",1992-05-15,321731527.0,118.0,Released,The magic is back again!,6.4,824.0
1894,Gremlins,11000000,11.333125,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]",1984-06-07,153083102.0,106.0,Released,"Don't get him wet, keep him out of bright light, and never feed him after midnight.",6.9,1629.0
1895,Gremlins 2: The New Batch,50000000,14.383185,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]",1990-06-15,41482207.0,106.0,Released,Here they grow again.,6.3,664.0
1896,The Goonies,19000000,14.280703,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Warner Bros.', 'id': 6194}]",1985-06-06,61503218.0,114.0,Released,"The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is... THE GOONIES.",7.4,1563.0
1897,The Mask of Zorro,95000000,11.348096,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'TriStar Pictures', 'id': 559}]",1998-07-16,250288523.0,136.0,Released,No one has seen his face... but everyone ... knows this mark.,6.3,1211.0
1901,Metropolis,92620000,14.487867,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universum Film (UFA)', 'id': 12372}]",1927-01-10,650422.0,153.0,Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,8.0,666.0
1902,Back to the Future Part II,40000000,13.689855,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",1989-11-20,332000000.0,108.0,Released,"Roads? Where we're going, we don't need roads!",7.4,3926.0
1903,Back to the Future Part III,40000000,13.043999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]",1990-05-25,244527583.0,118.0,Released,They've saved the best trip for last... But this time they may have gone too far.,7.1,2978.0
1904,The Poseidon Adventure,5000000,10.341849,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Kent Productions', 'id': 10281}]",1972-12-01,84563118.0,117.0,Released,Who will survive-in one of the greatest escape adventures ever!,7.3,274.0
1909,Bambi,858000,13.698132,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1942-08-14,267447150.0,70.0,Released,A great love story.,6.8,1450.0
1910,Seven Samurai,2000000,15.01777,"[{'name': 'Toho Company', 'id': 882}]",1954-04-26,271841.0,207.0,Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,8.2,892.0
1911,Dangerous Liaisons,14000000,11.46781,"[{'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'NFH Productions', 'id': 18737}]",1988-12-16,34670720.0,119.0,Released,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,7.1,267.0
1912,Dune,40000000,9.261189,"[{'name': 'Dino De Laurentiis Company', 'id': 10308}]",1984-12-14,30925690.0,137.0,Released,"A world beyond your experience, beyond your imagination.",6.5,576.0
1913,The Last Temptation of Christ,7000000,11.370288,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cineplex-Odeon Films', 'id': 5231}]",1988-08-12,8373585.0,164.0,Released,,7.0,206.0
1914,The Godfather: Part III,54000000,17.185349,"[{'name': 'Paramount Pictures', 'id': 4}]",1990-12-24,136766062.0,162.0,Released,All the power on earth can't change destiny.,7.1,1589.0
1915,The Rapture,1227401,8.319631,"[{'name': 'Fine Line Features', 'id': 8}]",1991-10-04,1277401.0,100.0,Released,"""It goes places movies seldom dare to go.""",6.4,15.0
1916,Lolita,62000000,10.618141,"[{'name': 'Pathé', 'id': 7981}, {'name': 'Lolita Productions', 'id': 21143}]",1997-09-27,1060056.0,137.0,Released,A forbidden love. An unthinkable attraction. The ultimate price.,7.0,288.0
1917,Disturbing Behavior,15000000,11.054751,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Hoyts Film Partnership', 'id': 2848}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Behavioral Problem Productions Ltd.', 'id': 33088}]",1998-07-24,17507368.0,84.0,Released,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,5.5,104.0
1918,Jane Austen's Mafia!,10000000,6.046893,"[{'name': 'Tapestry Films', 'id': 870}, {'name': 'Touchstone Pictures', 'id': 9195}]",1998-07-24,19000000.0,84.0,Released,See it early. Avoid the mob.,5.4,52.0
1919,Saving Private Ryan,70000000,21.758054,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]",1998-07-24,481840909.0,169.0,Released,The mission is a man.,7.9,5148.0
1924,The Black Cauldron,25000000,9.806685,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners II', 'id': 10531}]",1985-07-24,21288692.0,80.0,Released,Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.,6.5,228.0
1925,The Black Hole,20000000,7.499388,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1979-12-18,35841901.0,98.0,Released,A journey that begins where everything ends!,6.1,132.0
1927,Blank Check,13000000,12.960346,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1994-02-11,0.0,93.0,Released,Quick thinking landed him a million bucks... now everybody's after it!,5.1,87.0
1930,Cheetah,5000000,0.011574,[],1989-08-18,8153677.0,83.0,Released,,5.9,10.0
1939,The Great Mouse Detective,14000000,11.183924,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners II', 'id': 10531}]",1986-07-02,38625550.0,74.0,Released,London's crime-fighting ace on his most baffling case!,6.9,334.0
1943,Hocus Pocus,28000000,10.390708,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1993-07-16,39514713.0,96.0,Released,It's just a bunch of Hocus Pocus.,6.5,491.0
1944,Honey I Blew Up the Kid,40000000,12.337898,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]",1992-07-16,58662452.0,89.0,Released,The BIG Laughs Start January 6th!,4.8,272.0
1945,"Honey, I Shrunk the Kids",32000000,12.358786,"[{'name': 'Buena Vista', 'id': 32}]",1989-06-22,222724172.0,93.0,Released,"The most astonishing, innovative, backyard adventure of all time!",6.1,756.0
1949,The Negotiator,50000000,7.65502,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]",1998-07-29,44547681.0,140.0,Released,He frees hostages for a living. Now he's taking hostages to survive.,6.8,593.0
1955,Roger & Me,160000,4.877009,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dog Eat Dog Films', 'id': 26137}]",1989-09-01,6706368.0,91.0,Released,,7.4,92.0
1956,The Purple Rose of Cairo,15000000,6.133697,"[{'name': 'Orion Pictures', 'id': 41}]",1985-03-01,10631333.0,82.0,Released,,7.3,206.0
1958,Doctor Zhivago,11000000,8.489499,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1965-12-22,111858363.0,197.0,Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",7.4,252.0
1963,The 'Burbs,18000000,7.889227,"[{'name': 'Imagine Entertainment', 'id': 23}]",1989-02-17,36602000.0,101.0,Released,He's a man of peace in a savage land... Suburbia.,6.6,312.0
1966,Mephisto,144,5.663598,"[{'name': 'Mafilm', 'id': 8100}, {'name': 'Objektív Film', 'id': 55540}]",1981-04-29,0.0,144.0,Released,,7.1,33.0
1967,Blue Velvet,6000000,7.882247,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]",1986-08-01,8551228.0,120.0,Released,It's a strange world.,7.7,758.0
1969,The Jungle Book,4000000,22.845448,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1967-10-17,205843612.0,78.0,Released,The Jungle is JUMPIN'!,7.1,1791.0
1972,The Little Mermaid,40000000,17.496832,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",1989-11-17,222300000.0,83.0,Released,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,7.2,1921.0
1973,The Mighty Ducks,10000000,6.113646,"[{'name': 'Walt Disney', 'id': 5888}]",1992-10-01,50752337.0,101.0,Released,They can't skate. They can't win. They can't be serious.,6.4,203.0
1975,Newsies,15000000,4.095602,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Touchwood Pacific Partners 1', 'id': 8830}]",1992-04-10,0.0,121.0,Released,A Thousand Voices. A Single Dream.,6.2,66.0
1976,One Hundred and One Dalmatians,4000000,15.727519,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1961-01-25,215880014.0,79.0,Released,The Canine Caper of the Century,6.8,1643.0
1978,Peter Pan,4000000,16.861533,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]",1953-02-05,87404651.0,77.0,Released,It will live in your heart forever!,7.0,1380.0
1979,Popeye,20000000,9.126162,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Walt Disney Productions', 'id': 3166}]",1980-12-12,0.0,114.0,Released,The sailor man with the spinach can!,5.3,157.0
1980,The Rescuers Down Under,37931000,1.562471,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}, {'name': 'Silver Screen Partners IV', 'id': 10282}]",1990-11-16,47431461.0,77.0,Released,,6.6,303.0
1981,The Rescuers,1200000,11.32442,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1977-06-22,71215869.0,78.0,Released,Two tiny agents vs. the world's wickedest woman in a dazzling animated adventure!,6.7,609.0
1984,Return to Oz,25000000,6.523262,"[{'name': 'Silver Screen Partners II', 'id': 10531}, {'name': 'Oz Productions Ltd.', 'id': 15395}]",1985-06-21,11137801.0,109.0,Released,An all-new adventure down the yellow brick road.,6.6,122.0
1985,The Rocketeer,42000000,10.536644,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1991-06-21,62000000.0,108.0,Released,"Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",6.3,265.0
1987,Sleeping Beauty,6000000,14.276169,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1959-01-28,51000000.0,75.0,Released,Awaken to a World of Wonders!,6.8,1332.0
1988,Something Wicked This Way Comes,19000000,3.985819,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Bryna Productions', 'id': 611}]",1983-04-29,5656087.0,95.0,Released,What would you give a man who could make your deepest dreams come true?,6.6,38.0
1991,Splash,8000000,8.441602,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1984-03-09,69821334.0,111.0,Released,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,6.1,328.0
1993,Steamboat Willie,4986,3.394625,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Celebrity Productions', 'id': 3197}]",1928-11-18,0.0,8.0,Released,,7.4,76.0
1994,Tall Tale,32000000,1.283015,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Caravan Pictures', 'id': 175}]",1995-03-24,0.0,98.0,Released,Sometime the hero ends up being you!,6.6,15.0
1996,Tron,17000000,16.574021,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Lisberger/Kushner', 'id': 558}]",1982-07-09,33000000.0,96.0,Released,A world inside the computer where man has never been.  Until now.,6.6,717.0
1998,Halloween: H20,17000000,8.619068,"[{'name': 'Dimension Films', 'id': 7405}]",1998-08-05,55041738.0,86.0,Released,Blood is thicker than Water.,5.7,306.0
2002,The Man with Two Brains,10100000,12.157229,"[{'name': 'Warner Bros.', 'id': 6194}]",1983-06-10,0.0,93.0,Released,So funny you'll laugh your head off.,6.2,131.0
2004,Graveyard Shift,10500000,4.668541,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Graveyard Productions', 'id': 3826}, {'name': 'JVC Entertainment Networks', 'id': 4248}]",1990-10-26,11582891.0,89.0,Released,Stephen King took you to the edge with The Shining and Pet Sematary. This time... he pushes you over.,4.5,52.0
2005,The Outsiders,10000000,6.435926,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'Warner Bros.', 'id': 6194}]",1983-03-25,33697647.0,91.0,Released,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,6.9,293.0
2006,Indiana Jones and the Temple of Doom,28000000,15.802306,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Paramount Pictures', 'id': 4}]",1984-05-23,333000000.0,118.0,Released,If adventure has a name... it must be Indiana Jones.,7.1,2841.0
2007,The Lord of the Rings,4000000,7.914795,"[{'name': 'United Artists', 'id': 60}, {'name': 'Fantasy Films', 'id': 286}]",1978-11-15,30471420.0,132.0,Released,Fantasy...beyond your imagination,6.1,187.0
2009,The Dead Zone,10000000,11.194448,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]",1983-10-21,20766616.0,103.0,Released,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",6.9,320.0
2010,Maximum Overdrive,10000000,6.614078,"[{'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]",1986-07-25,7433663.0,97.0,Released,Stephen King's masterpiece of terror directed by the master himself.,5.5,170.0
2012,Cujo,5000000,7.065626,"[{'name': 'TAFT Entertainment Pictures', 'id': 965}, {'name': 'Sunn Classic Pictures', 'id': 6177}]",1983-08-10,21200000.0,91.0,Released,Now there's a new name for terror...,5.7,194.0
2013,Children of the Corn,800000,11.84696,"[{'name': 'Hal Roach Studios', 'id': 2159}, {'name': 'Cinema Group', 'id': 5093}, {'name': 'Planet Productions', 'id': 6562}, {'name': 'Angeles Entertainment Group', 'id': 12591}, {'name': 'Inverness Productions', 'id': 12592}, {'name': 'Gatlin', 'id': 52197}]",1984-03-09,14000000.0,93.0,Released,In their world adults are not allowed... to live.,5.6,243.0
2014,All Dogs Go to Heaven,13800000,7.068389,"[{'name': 'United Artists', 'id': 60}, {'name': 'Goldcrest Films International', 'id': 500}, {'name': 'Sullivan Bluth Studios', 'id': 6422}]",1989-11-17,27100027.0,89.0,Released,But not all dogs stay there!,6.3,244.0
2015,The Addams Family,30000000,12.962525,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Orion Pictures', 'id': 41}, {'name': 'Scott Rudin Productions', 'id': 258}]",1991-11-22,191502426.0,99.0,Released,Weird Is Relative,6.7,871.0
2016,Ever After: A Cinderella Story,26000000,13.309701,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1998-07-31,65705772.0,121.0,Released,Desire. Defy. Escape.,6.8,408.0
2017,Snake Eyes,73000000,11.604533,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DeBart', 'id': 2519}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]",1998-08-07,103891409.0,98.0,Released,Believe everything except your eyes.,5.8,331.0
2018,"First Love, Last Rites",300000,0.546143,"[{'name': 'Forensic Films', 'id': 2813}, {'name': 'Toast Films', 'id': 40126}]",1998-08-07,40542.0,94.0,Released,,3.0,1.0
2021,Atlantic City,7200000,3.835188,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Famous Players Limited', 'id': 16914}, {'name': 'Selta Films', 'id': 25762}, {'name': 'International Cinema Corporation (ICC)', 'id': 25765}, {'name': 'Cine-Neighbor', 'id': 25766}]",1980-09-02,12729678.0,104.0,Released,"She made him become what he always wanted to be - a lover, a hero, a rich man...and a killer!",6.7,58.0
2023,Who's Afraid of Virginia Woolf?,7500000,5.564294,"[{'name': 'Chenault Productions', 'id': 1684}]",1966-06-21,33736689.0,131.0,Released,You are cordially invited to George and Martha's for an evening of fun and games,7.8,199.0
2026,Doctor Dolittle,18000000,3.896319,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]",1967-12-19,9000000.0,152.0,Released,Ride across the sea inside the GIANT PINK SEA SNAIL!,6.0,42.0
2029,Watership Down,1000000,5.602126,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'Nepenthe Productions', 'id': 5016}, {'name': 'Watership Productions', 'id': 47264}]",1978-10-14,3713768.0,88.0,Released,"All the world will be your enemy, Prince with a Thousand Enemies, and when they catch you, they will kill you... but first they must catch you.",7.3,159.0
